Cell Reference,nCube ID,nCube Name,N of Variables,Variable 1,Cat 1 Seq,Category 1,Variable 2,Cat 2 Seq,Category 2,Variable 3,Cat 3 Seq,Category 3, Variable 4,Cat 4 Seq,Category 4
OCC_RAW1841:male/o20/775,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,775,Copper Agent,,,
OCC_RAW1841:male/o20/777,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,777,Copper Manufacture,,,
OCC_RAW1841:male/o20/779,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,779,Copper Merchant,,,
OCC_RAW1841:male/o20/783,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,783,Copper Plate-maker and Worker,,,
OCC_RAW1841:male/o20/788,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,788,Copperas-manufacturer,,,
OCC_RAW1841:male/o20/796,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,796,Copper-smith,,,
OCC_RAW1841:male/o20/80,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,80,Attorney, Solicitor, Writer, and Law Student,,,
OCC_RAW1841:male/o20/801,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,801,Coral-carver and Worker,,,
OCC_RAW1841:male/o20/805,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,805,Cork-cutter and Manufacturer,,,
OCC_RAW1841:male/o20/807,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,807,Cork-merchant,,,
OCC_RAW1841:male/o20/809,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,809,Cork-screw-maker,,,
OCC_RAW1841:male/o20/810,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,810,Corn Agent,,,
OCC_RAW1841:male/o20/817,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,817,Corn Merchant, Dealer, and Factor,,,
OCC_RAW1841:male/o20/818,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,818,Corn Meter,,,
OCC_RAW1841:male/o20/822,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,822,Corn-cutter (Chiropodist),,,
OCC_RAW1841:male/o20/828,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,828,Cornice-maker,,,
OCC_RAW1841:male/o20/831,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,831,Cotton Agent and Broker,,,
OCC_RAW1841:male/o20/840,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,840,Cotton Manufacture (all branches),,,
OCC_RAW1841:male/o20/842,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,842,Cotton Merchant and Dealer,,,
OCC_RAW1841:male/o20/848,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,848,Cotton-band-maker,,,
OCC_RAW1841:male/o20/856,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,856,Courier,,,
OCC_RAW1841:male/o20/857,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,857,Cover (Table) Maker,,,
OCC_RAW1841:male/o20/858,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,858,Coverlet-maker,,,
OCC_RAW1841:male/o20/859,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,859,Cover-maker,,,
OCC_RAW1841:male/o20/862,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,862,Crape Manufacture (all branches),,,
OCC_RAW1841:male/o20/869,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,869,Crate-maker,,,
OCC_RAW1841:male/o20/87,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,87,Auctioneer, Appraiser, and House Agent,,,
OCC_RAW1841:male/o20/870,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,870,Crofter (particular occupation not specified),,,
OCC_RAW1841:male/o20/873,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,873,Crucible and Casting-pot-maker,,,
OCC_RAW1841:male/o20/877,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,877,Cupper and Dentist,,,
OCC_RAW1841:male/o20/880,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,880,Curiosity-dealer,,,
OCC_RAW1841:male/o20/886,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,886,Currier and Leather-seller,,,
OCC_RAW1841:male/o20/887,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,887,Curry-comb maker,,,
OCC_RAW1841:male/o20/890,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,890,Customs-house Agent,,,
OCC_RAW1841:male/o20/891,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,891,Cutler,,,
OCC_RAW1841:male/o20/90,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,90,Aurist,,,
OCC_RAW1841:male/o20/903,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,903,Diamond Merchant,,,
OCC_RAW1841:male/o20/904,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,904,Diamond-setter and Worker,,,
OCC_RAW1841:male/o20/908,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,908,Die-engraver and Sinker,,,
OCC_RAW1841:male/o20/91,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,91,Author,,,
OCC_RAW1841:male/o20/912,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,912,Distiller and Rectifier,,,
OCC_RAW1841:male/o20/914,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,914,Dock Service,,,
OCC_RAW1841:male/o20/919,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,919,Dog-breaker and Dealer,,,
OCC_RAW1841:male/o20/924,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,924,Draper,,,
OCC_RAW1841:male/o20/926,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,926,Draper, Linen,,,
OCC_RAW1841:male/o20/927,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,927,Draughtsman,,,
OCC_RAW1841:male/o20/931,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,931,Dressing and Writing-case-maker,,,
OCC_RAW1841:male/o20/933,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,933,Dress-maker and Milliner,,,
OCC_RAW1841:male/o20/936,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,936,Drill-master,,,
OCC_RAW1841:male/o20/937,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,937,Drover,,,
OCC_RAW1841:male/o20/938,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,938,Drug-broker and Merchant,,,
OCC_RAW1841:male/o20/94,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,94,Axle-tree-maker,,,
OCC_RAW1841:male/o20/940,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,940,Drug-grinder and Manufacturer,,,
OCC_RAW1841:male/o20/944,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,944,Drysalter,,,
OCC_RAW1841:male/o20/945,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,945,Dulse-dealer,,,
OCC_RAW1841:male/o20/949,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,949,Dye-manufacture (all branches),,,
OCC_RAW1841:male/o20/95,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,95,Baby-linen-dealer and Maker,,,
OCC_RAW1841:male/o20/956,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,956,Dyer, Calenderer, and Scourer,,,
OCC_RAW1841:male/o20/958,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,958,Dyer, Calico and Cotton,,,
OCC_RAW1841:male/o20/965,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,965,Dyer, Fur,,,
OCC_RAW1841:male/o20/966,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,966,Dyer, Fustian,,,
OCC_RAW1841:male/o20/970,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,970,Dyer, Leather,,,
OCC_RAW1841:male/o20/972,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,972,Dyer, Linen and Flax,,,
OCC_RAW1841:male/o20/974,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,974,Dyer, Silk,,,
OCC_RAW1841:male/o20/979,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,979,Dyer, Wool and Woollen,,,
OCC_RAW1841:male/o20/991,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,991,East India Agent, Broker and Merchant,,,
OCC_RAW1841:male/o20/993,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,993,East India Company's Service,,,
OCC_RAW1841:male/o20/995,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,2,20 or over,1841 Occupational Titles,995,Eating-house-keeper,,,
OCC_RAW1841:male/u19/1002,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1002,Egg-merchant and Dealer,,,
OCC_RAW1841:male/u19/1003,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1003,Embosser,,,
OCC_RAW1841:male/u19/1004,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1004,Embroiderer,,,
OCC_RAW1841:male/u19/101,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,101,Bacon and Ham-dealer and Factor,,,
OCC_RAW1841:male/u19/1014,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1014,Enameller,,,
OCC_RAW1841:male/u19/1016,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1016,Engine and Machine-maker,,,
OCC_RAW1841:male/u19/1019,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1019,Engineer and Engine-worker,,,
OCC_RAW1841:male/u19/1020,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1020,Engineer, Civil,,,
OCC_RAW1841:male/u19/1021,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1021,Engine-turner,,,
OCC_RAW1841:male/u19/1023,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1023,Engraver (all branches),,,
OCC_RAW1841:male/u19/1031,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1031,Exhibition (Show) Keeper,,,
OCC_RAW1841:male/u19/1035,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1035,Eye (Artificial) maker,,,
OCC_RAW1841:male/u19/1038,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1038,Factory-worker (manufacture not specified),,,
OCC_RAW1841:male/u19/1041,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1041,Fancy Goods Manufacture,,,
OCC_RAW1841:male/u19/1042,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1042,Fancy Goods Warehouseman and Dealer,,,
OCC_RAW1841:male/u19/1052,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1052,Fan-maker,,,
OCC_RAW1841:male/u19/1055,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1055,Farm-bailiff and Land-steward,,,
OCC_RAW1841:male/u19/1058,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1058,Farmer and Grazier,,,
OCC_RAW1841:male/u19/1063,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1063,Farrier, Cattle-doctor and Veterinary Surgeon,,,
OCC_RAW1841:male/u19/1071,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1071,Feather-maker, Dealer, and Dresser,,,
OCC_RAW1841:male/u19/1076,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1076,Fellmonger,,,
OCC_RAW1841:male/u19/1079,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1079,Felt-manufacture,,,
OCC_RAW1841:male/u19/1083,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1083,Fence and Hurdle-maker,,,
OCC_RAW1841:male/u19/1086,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1086,Fender-maker,,,
OCC_RAW1841:male/u19/1087,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1087,Fent (Cotton) Dealer and Maker,,,
OCC_RAW1841:male/u19/1091,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1091,Feuar (particular occupation not specified),,,
OCC_RAW1841:male/u19/1094,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1094,Figure and Image maker,,,
OCC_RAW1841:male/u19/11,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,11,Agent and Factor (branch not specified),,,
OCC_RAW1841:male/u19/1100,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1100,File-maker (all branches),,,
OCC_RAW1841:male/u19/1101,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1101,Filter-maker,,,
OCC_RAW1841:male/u19/1103,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1103,Fire-iron-maker,,,
OCC_RAW1841:male/u19/1104,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1104,Fireman,,,
OCC_RAW1841:male/u19/1107,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1107,Firework-maker,,,
OCC_RAW1841:male/u19/1110,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1110,Fish Contractor,,,
OCC_RAW1841:male/u19/1114,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1114,Fish-curer,,,
OCC_RAW1841:male/u19/1118,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1118,Fisherman and Woman,,,
OCC_RAW1841:male/u19/1121,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1121,Fish-hook-maker,,,
OCC_RAW1841:male/u19/1123,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1123,Fishing-rod and Tackle-maker,,,
OCC_RAW1841:male/u19/1127,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1127,Fishmonger and Dealer,,,
OCC_RAW1841:male/u19/1130,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1130,Flannel Agent and Merchant,,,
OCC_RAW1841:male/u19/1131,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1131,Flannel manufacture (all branches),,,
OCC_RAW1841:male/u19/1136,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1136,Flask (Powder) and Shot-Belt-maker,,,
OCC_RAW1841:male/u19/1138,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1138,Flask-maker,,,
OCC_RAW1841:male/u19/1139,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1139,Flax and Linen-manufacture (all branches),,,
OCC_RAW1841:male/u19/114,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,114,Baker,,,
OCC_RAW1841:male/u19/1140,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1140,Flax Merchant and Stapler,,,
OCC_RAW1841:male/u19/1167,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1167,Flint-miller and Dealer,,,
OCC_RAW1841:male/u19/1169,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1169,Flock-dealer and Merchant,,,
OCC_RAW1841:male/u19/1171,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1171,Flock-manufacture,,,
OCC_RAW1841:male/u19/1173,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1173,Floor-cloth Manufacture,,,
OCC_RAW1841:male/u19/1183,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1183,Flour-dealer and Mealman,,,
OCC_RAW1841:male/u19/1186,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1186,Flower (Artificial) maker,,,
OCC_RAW1841:male/u19/1198,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1198,Fork-maker,,,
OCC_RAW1841:male/u19/120,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,120,Ball-maker,,,
OCC_RAW1841:male/u19/1202,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1202,Founder (branch not specified),,,
OCC_RAW1841:male/u19/1204,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1204,Frame-maker,,,
OCC_RAW1841:male/u19/1207,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1207,French-polisher,,,
OCC_RAW1841:male/u19/1214,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1214,Fringe-manufacture,,,
OCC_RAW1841:male/u19/1219,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1219,Fruit-broker and Merchant,,,
OCC_RAW1841:male/u19/1224,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1224,Fuller,,,
OCC_RAW1841:male/u19/1232,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1232,Furrier,,,
OCC_RAW1841:male/u19/1234,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1234,Fustian Manufacture (all branches),,,
OCC_RAW1841:male/u19/1242,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1242,Gardener,,,
OCC_RAW1841:male/u19/1249,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1249,Gas-fitter,,,
OCC_RAW1841:male/u19/125,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,125,Bank Agent,,,
OCC_RAW1841:male/u19/1252,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1252,Gas-meter-maker,,,
OCC_RAW1841:male/u19/1254,N_OCC_RAW1841,Unclassified occupations, categorised by sex and age,3,Sex,1,Male,Age: Over or under 20,1,19 or under,1841 Occupational Titles,1254,Gas-works Service,,,
